Calendar Year,ACARA SML ID,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,Latitude,Longitude,ABS Remoteness Area,ABS Remoteness Area Name,Meshblock,Statistical Area 1,Statistical Area 2,Statistical Area 2 Name,Statistical Area 3,Statistical Area 3 Name,Statistical Area 4,Statistical Area 4 Name,Local Government Area,Local Government Area Name
2019,49656,7185,Sheidow Park Primary School,SHEIDOW PARK,SA,5158,Government,Primary,School Single Entity,Individual Reporting,-35.071074,138.533052,0,Major Cities,40081900000,40302106305,403021063,Sheidow Park - Trott Park,40302,Marion,403,Adelaide - South,44060,Marion (C)
2019,49657,7259,Mount Barker South Primary School,MOUNT BARKER,SA,5251,Government,Primary,School Single Entity,Individual Reporting,-35.080093,138.859874,1,Inner Regional,40093741000,40102100719,401021007,Mount Barker,40102,Adelaide Hills,401,Adelaide - Central and Hills,44550,Mount Barker (DC)
2019,49658,7080,Ardtornish Primary School,ST AGNES,SA,5097,Government,Primary,School Single Entity,Individual Reporting,-34.833595,138.704599,0,Major Cities,40190260000,40205105521,402051055,St Agnes - Ridgehaven,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49660,16016,Gordon Education Centre,MOUNT GAMBIER,SA,5290,Government,Special,School Single Entity,Individual Reporting,-37.825123,140.768224,1,Inner Regional,40098350000,40702117413,407021174,Mount Gambier - West,40702,Limestone Coast,407,South Australia - South East,44620,Mount Gambier (C)
2019,49661,16477,Mulga Street Primary School,MOUNT GAMBIER,SA,5290,Government,Primary,School Single Entity,Individual Reporting,-37.811663,140.759988,1,Inner Regional,40215180700,40702117423,407021174,Mount Gambier - West,40702,Limestone Coast,407,South Australia - South East,44620,Mount Gambier (C)
2019,49662,16502,Thiele Primary School,ABERFOYLE PARK,SA,5159,Government,Primary,School Single Entity,Individual Reporting,-35.067805,138.594104,0,Major Cities,40120830000,40304107125,403041071,Aberfoyle Park,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49663,17389,Aberfoyle Park High School,ABERFOYLE PARK,SA,5159,Government,Secondary,School Single Entity,Individual Reporting,-35.073158,138.594931,0,Major Cities,40120140000,40304107130,403041071,Aberfoyle Park,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49664,16470,Adelaide Secondary School of English,WEST CROYDON,SA,5008,Government,Secondary,School Single Entity,Individual Reporting,-34.886429,138.566342,0,Major Cities,40041370000,40401109334,404011093,Hindmarsh - Brompton,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49665,6155,Kenmore Park Anangu School,KENMORE PARK,SA,0872,Government,Combined,School Single Entity,Individual Reporting,-26.327188,132.446337,4,Very Remote,40012560000,40602113807,406021138,APY Lands,40602,Outback - North and East,406,South Australia - Outback,40250,Anangu Pitjantjatjara (AC)
2019,49666,17852,Watarru Anangu School,PIPALYATJARA,SA,0872,Government,Combined,School Single Entity,No Reporting,-27.266773,129.65547,4,Very Remote,40012500000,40602113805,406021138,APY Lands,40602,Outback - North and East,406,South Australia - Outback,40250,Anangu Pitjantjatjara (AC)
2019,49667,14713,Woodcroft Primary School,WOODCROFT,SA,5162,Government,Primary,School Single Entity,Individual Reporting,-35.10505,138.556331,0,Major Cities,40215320000,40304108912,403041089,Woodcroft,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49668,14863,The Pines School,PARAFIELD GARDENS,SA,5107,Government,Primary,School Single Entity,Individual Reporting,-34.77288,138.607741,0,Major Cities,40167390000,40204104312,402041043,Parafield Gardens,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49669,6154,Kaurna Plains School,ELIZABETH,SA,5112,Government,Combined,School Single Entity,Individual Reporting,-34.725693,138.664561,0,Major Cities,40134350000,40202103025,402021030,Elizabeth,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49670,15077,Mintabie Area School,MINTABIE,SA,5724,Government,Combined,School Single Entity,No Reporting,-27.320286,133.304639,4,Very Remote,40012480000,40602113809,406021138,APY Lands,40602,Outback - North and East,406,South Australia - Outback,40250,Anangu Pitjantjatjara (AC)
2019,49671,16498,Port Lincoln Special School,PORT LINCOLN,SA,5606,Government,Special,School Single Entity,Individual Reporting,-34.741941,135.846117,3,Remote,40155350000,40601113329,406011133,Port Lincoln,40601,Eyre Peninsula and South West,406,South Australia - Outback,46300,Port Lincoln (C)
2019,49672,16494,Roxby Downs Area School,ROXBY DOWNS,SA,5725,Government,Combined,School Single Entity,Individual Reporting,-30.560299,136.897084,3,Remote,40164370000,40602114303,406021143,Roxby Downs,40602,Outback - North and East,406,South Australia - Outback,46970,Roxby Downs (M)
2019,49673,14714,Golden Grove High School,GOLDEN GROVE,SA,5125,Government,Secondary,School Single Entity,Individual Reporting,-34.792874,138.696789,0,Major Cities,40185490000,40205104914,402051049,Golden Grove,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49674,14706,Burton Primary School,BURTON,SA,5110,Government,Primary,School Single Entity,Individual Reporting,-34.741477,138.597764,0,Major Cities,40178240000,40204104820,402041048,Salisbury North,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49675,14912,Keithcot Farm Primary School,WYNN VALE,SA,5127,Government,Primary,School Single Entity,Individual Reporting,-34.800056,138.676961,0,Major Cities,40186440000,40205105345,402051053,Modbury Heights,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49676,14707,Golden Grove Primary School,GOLDEN GROVE,SA,5125,Government,Primary,School Single Entity,Individual Reporting,-34.786332,138.708915,0,Major Cities,40186020000,40205104901,402051049,Golden Grove,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49677,14907,Settlers Farm Campus R-7,PARALOWIE,SA,5108,Government,Primary,School Single Entity,Individual Reporting,-34.756588,138.595761,0,Major Cities,40215112600,40204104421,402041044,Paralowie,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49678,14843,Blakeview Primary School,BLAKEVIEW,SA,5114,Government,Primary,School Single Entity,Individual Reporting,-34.687809,138.699956,0,Major Cities,40130920000,40202102824,402021028,Craigmore - Blakeview,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49679,14759,Seaford Rise Primary School,SEAFORD RISE,SA,5169,Government,Primary,School Single Entity,Individual Reporting,-35.199278,138.487571,0,Major Cities,40122780000,40304108712,403041087,Seaford (SA),40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49680,14709,Greenwith Primary School,GREENWITH,SA,5125,Government,Primary,School Single Entity,Individual Reporting,-34.77021,138.720617,0,Major Cities,40188690000,40205105001,402051050,Greenwith,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49681,14844,Murputja Anangu School,MURPUTJA,SA,0872,Government,Combined,School Single Entity,Individual Reporting,-26.159381,130.183673,4,Very Remote,40215257500,40602113803,406021138,APY Lands,40602,Outback - North and East,406,South Australia - Outback,40250,Anangu Pitjantjatjara (AC)
2019,49682,15856,Hewett Primary School,HEWETT,SA,5118,Government,Primary,School Single Entity,Individual Reporting,-34.57568732,138.7502581,0,Major Cities,40215165100,40201102516,402011025,Gawler - North,40201,Gawler - Two Wells,402,Adelaide - North,43650,Light (RegC)
2019,49683,6084,Playford Primary School,CRAIGMORE,SA,5114,Government,Primary,School Single Entity,Individual Reporting,-34.68844934,138.7125013,0,Major Cities,40129470000,40202102817,402021028,Craigmore - Blakeview,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49684,22758,Sturt Street Community School,ADELAIDE,SA,5000,Government,Primary,School Single Entity,Individual Reporting,-34.933817,138.590211,0,Major Cities,40003230000,40101100118,401011001,Adelaide,40101,Adelaide City,401,Adelaide - Central and Hills,40070,Adelaide (C)
2019,49685,28848,Mark Oliphant College (B-12),MUNNO PARA WEST,SA,5115,Government,Combined,School Single Entity,Individual Reporting,-34.665475,138.683575,0,Major Cities,40215156900,40202103230,402021032,Munno Para West - Angle Vale,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49686,14613,Catherine McAuley School,CRAIGMORE,SA,5114,Catholic,Primary,School Single Entity,Individual Reporting,-34.68901399,138.7120117,0,Major Cities,40129470000,40202102817,402021028,Craigmore - Blakeview,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49687,4060,St Francis Xavier's Regional Catholic School,WYNN VALE,SA,5127,Catholic,Primary,School Single Entity,Individual Reporting,-34.80216,138.699787,0,Major Cities,40188290000,40205105325,402051053,Modbury Heights,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49688,4041,Cardijn College,NOARLUNGA DOWNS,SA,5168,Catholic,Secondary,School Head Campus,Rolled Reporting,-35.14545072,138.4976305,0,Major Cities,40115930000,40304107309,403041073,Christie Downs,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49689,13267,Gleeson College,GOLDEN GROVE,SA,5125,Catholic,Secondary,School Single Entity,Individual Reporting,-34.795321,138.696688,0,Major Cities,40185490000,40205104914,402051049,Golden Grove,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49690,15419,St Columba College,ANDREWS FARM,SA,5114,Catholic,Combined,School Single Entity,Individual Reporting,-34.672019,138.666137,0,Major Cities,40136890000,40202102902,402021029,Davoren Park,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49691,28124,Samaritan College,WHYALLA,SA,5600,Catholic,Combined,School Head Campus,Rolled Reporting,-33.023798,137.55218,2,Outer Regional,40217530000,40601113609,406011136,Whyalla,40601,Eyre Peninsula and South West,406,South Australia - Outback,48540,Whyalla (C)
2019,49692,16983,St Barbara's Parish School,ROXBY DOWNS,SA,5725,Catholic,Combined,School Single Entity,Individual Reporting,-30.557942,136.900098,3,Remote,40164210000,40602114302,406021143,Roxby Downs,40602,Outback - North and East,406,South Australia - Outback,46970,Roxby Downs (M)
2019,49693,15689,Blackfriars Priory School,PROSPECT,SA,5082,Catholic,Combined,School Single Entity,Individual Reporting,-34.894854,138.594895,0,Major Cities,40162030000,40106102118,401061021,Prospect,40106,Prospect - Walkerville,401,Adelaide - Central and Hills,46510,Prospect (C)
2019,49694,15342,Christian Brothers' College,ADELAIDE,SA,5000,Catholic,Combined,School Head Campus,Rolled Reporting,-34.928526,138.609052,0,Major Cities,40000163000,40101100108,401011001,Adelaide,40101,Adelaide City,401,Adelaide - Central and Hills,40070,Adelaide (C)
2019,49695,367,St Mary's Memorial School,GLENELG,SA,5045,Catholic,Primary,School Single Entity,Individual Reporting,-34.981292,138.514716,0,Major Cities,40056661000,40301105734,403011057,Glenelg (SA),40301,Holdfast Bay,403,Adelaide - South,42600,Holdfast Bay (C)
2019,49696,395,Dominican School,SEMAPHORE,SA,5019,Catholic,Primary,School Single Entity,Individual Reporting,-34.837777,138.483715,0,Major Cities,40214974800,40402109923,404021099,Largs Bay - Semaphore,40402,Port Adelaide - West,404,Adelaide - West,45890,Port Adelaide Enfield (C)
2019,49697,312,St Brigid's Catholic School,EVANSTON,SA,5116,Catholic,Primary,School Single Entity,Individual Reporting,-34.621382,138.735231,0,Major Cities,40214984500,40201102624,402011026,Gawler - South,40201,Gawler - Two Wells,402,Adelaide - North,42030,Gawler (T)
2019,49698,14053,Kildare College,HOLDEN HILL,SA,5088,Catholic,Secondary,School Single Entity,Individual Reporting,-34.856591,138.671421,0,Major Cities,40190110000,40205105214,402051052,Hope Valley - Modbury,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49699,15690,Loreto College,MARRYATVILLE,SA,5068,Catholic,Combined,School Single Entity,Individual Reporting,-34.927394,138.642036,0,Major Cities,40215321900,40105101719,401051017,Norwood (SA),40105,Norwood - Payneham - St Peters,401,Adelaide - Central and Hills,45290,Norwood Payneham St Peters (C)
2019,49700,17290,Tenison Woods College,MOUNT GAMBIER,SA,5290,Catholic,Combined,School Single Entity,Individual Reporting,-37.828252,140.754855,1,Inner Regional,40419440000,40702117412,407021174,Mount Gambier - West,40702,Limestone Coast,407,South Australia - South East,44620,Mount Gambier (C)
2019,49702,279,Mercedes College,SPRINGFIELD,SA,5062,Catholic,Combined,School Single Entity,Individual Reporting,-34.976008,138.629265,0,Major Cities,40087880000,40303106918,403031069,Mitcham (SA),40303,Mitcham,403,Adelaide - South,44340,Mitcham (C)
2019,49703,282,Mount Carmel College,ROSEWATER,SA,5013,Catholic,Secondary,School Single Entity,Individual Reporting,-34.85615315,138.5223004,0,Major Cities,40151720000,40402110126,404021101,Port Adelaide,40402,Port Adelaide - West,404,Adelaide - West,45890,Port Adelaide Enfield (C)
2019,49704,15344,Our Lady of the Sacred Heart College,ENFIELD,SA,5085,Catholic,Secondary,School Single Entity,Individual Reporting,-34.873,138.604,0,Major Cities,40144150000,40203103643,402031036,Enfield - Blair Athol,40203,Port Adelaide - East,402,Adelaide - North,45890,Port Adelaide Enfield (C)
2019,49705,15341,Rostrevor College,WOODFORDE,SA,5072,Catholic,Combined,School Single Entity,Individual Reporting,-34.901122,138.685159,0,Major Cities,40006210000,40102101003,401021010,Uraidla - Summertown,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,49706,306,St Aloysius College,ADELAIDE,SA,5000,Catholic,Combined,School Single Entity,Individual Reporting,-34.92862,138.603221,0,Major Cities,40244170000,40101100141,401011001,Adelaide,40101,Adelaide City,401,Adelaide - Central and Hills,40070,Adelaide (C)
2019,49707,315,St Dominic's Priory College,NORTH ADELAIDE,SA,5006,Catholic,Combined,School Single Entity,Individual Reporting,-34.908618,138.585765,0,Major Cities,40214967500,40101100215,401011002,North Adelaide,40101,Adelaide City,401,Adelaide - Central and Hills,40070,Adelaide (C)
2019,49708,15343,Saint Ignatius' College - Senior School Campus,NORWOOD,SA,5067,Catholic,Combined,School Head Campus,Rolled Reporting,-34.923106,138.639103,0,Major Cities,40108080000,40105101714,401051017,Norwood (SA),40105,Norwood - Payneham - St Peters,401,Adelaide - Central and Hills,45290,Norwood Payneham St Peters (C)
2019,49709,335,St Joseph's School,BARMERA,SA,5345,Catholic,Primary,School Single Entity,Individual Reporting,-34.253733,140.458831,2,Outer Regional,40017230000,40703115908,407031159,Barmera,40703,Murray and Mallee,407,South Australia - South East,40520,Berri and Barmera (DC)
2019,49710,340,St Joseph's School,WEST HINDMARSH,SA,5007,Catholic,Primary,School Single Entity,Individual Reporting,-34.903945,138.563327,0,Major Cities,40035490000,40401109341,404011093,Hindmarsh - Brompton,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49711,352,St Joseph's School,PORT LINCOLN,SA,5606,Catholic,Combined,School Single Entity,Individual Reporting,-34.72671,135.855854,3,Remote,40155780000,40601113326,406011133,Port Lincoln,40601,Eyre Peninsula and South West,406,South Australia - Outback,46300,Port Lincoln (C)
2019,49712,353,St Joseph's School,RENMARK,SA,5341,Catholic,Primary,School Single Entity,Individual Reporting,-34.16671,140.74961,2,Outer Regional,40162790000,40703116713,407031167,Renmark,40703,Murray and Mallee,407,South Australia - South East,46670,Renmark Paringa (DC)
2019,49713,275,Mary MacKillop College,KENSINGTON,SA,5068,Catholic,Secondary,School Single Entity,Individual Reporting,-34.92323107,138.6427125,0,Major Cities,40107600000,40105101720,401051017,Norwood (SA),40105,Norwood - Payneham - St Peters,401,Adelaide - Central and Hills,45290,Norwood Payneham St Peters (C)
2019,49714,362,St Mark's College,PORT PIRIE,SA,5540,Catholic,Combined,School Head Campus,Rolled Reporting,-33.20611753,138.0045443,2,Outer Regional,40157280000,40503112219,405031122,Port Pirie,40503,Mid North,405,Barossa - Yorke - Mid North,46450,Port Pirie City and Dists (M)
2019,49715,255,Cabra Dominican College,CUMBERLAND PARK,SA,5041,Catholic,Combined,School Single Entity,Individual Reporting,-34.967266,138.586651,0,Major Cities,40091070000,40303106826,403031068,Colonel Light Gardens,40303,Mitcham,403,Adelaide - South,44340,Mitcham (C)
2019,49716,366,St Mary's College,ADELAIDE,SA,5000,Catholic,Combined,School Single Entity,Individual Reporting,-34.9281,138.589,0,Major Cities,40002230000,40101100120,401011001,Adelaide,40101,Adelaide City,401,Adelaide - Central and Hills,40070,Adelaide (C)
2019,49717,375,St Paul's College,GILLES PLAINS,SA,5086,Catholic,Combined,School Single Entity,Individual Reporting,-34.8472,138.655,0,Major Cities,40140650000,40203103710,402031037,Northgate - Oakden - Gilles Plains,40203,Port Adelaide - East,402,Adelaide - North,45890,Port Adelaide Enfield (C)
