Calendar Year,ACARA SML ID,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,Latitude,Longitude,ABS Remoteness Area,ABS Remoteness Area Name,Meshblock,Statistical Area 1,Statistical Area 2,Statistical Area 2 Name,Statistical Area 3,Statistical Area 3 Name,Statistical Area 4,Statistical Area 4 Name,Local Government Area,Local Government Area Name
2019,49542,7478,Fisk Street Primary School,WHYALLA NORRIE,SA,5608,Government,Primary,School Single Entity,Individual Reporting,-33.0166545,137.532355,2,Outer Regional,40217610000,40601113612,406011136,Whyalla,40601,Eyre Peninsula and South West,406,South Australia - Outback,48540,Whyalla (C)
2019,49543,17841,Newbery Park Primary School,MILLICENT,SA,5280,Government,Primary,School Single Entity,Individual Reporting,-37.60813772,140.3625082,2,Outer Regional,40206410000,40702115202,407021152,Millicent,40702,Limestone Coast,407,South Australia - South East,48340,Wattle Range (DC)
2019,49544,17442,East Torrens Primary School,HECTORVILLE,SA,5073,Government,Primary,School Single Entity,Individual Reporting,-34.889946,138.666334,0,Major Cities,40027960000,40104101619,401041016,Rostrevor - Magill,40104,Campbelltown (SA),401,Adelaide - Central and Hills,40910,Campbelltown (C) (SA)
2019,49545,6989,Hawthorndene Primary School,HAWTHORNDENE,SA,5051,Government,Primary,School Single Entity,Individual Reporting,-35.020774,138.636088,0,Major Cities,40087200000,40303106710,403031067,Blackwood,40303,Mitcham,403,Adelaide - South,44340,Mitcham (C)
2019,49546,27670,Paradise Primary School,PARADISE,SA,5075,Government,Primary,School Single Entity,Individual Reporting,-34.870802,138.68457,0,Major Cities,40215045600,40104101540,401041015,Paradise - Newton,40104,Campbelltown (SA),401,Adelaide - Central and Hills,40910,Campbelltown (C) (SA)
2019,49547,6957,Springbank Secondary College,PASADENA,SA,5042,Government,Secondary,School Single Entity,Individual Reporting,-34.993333,138.590102,0,Major Cities,40091010000,40303107015,403031070,Panorama,40303,Mitcham,403,Adelaide - South,44340,Mitcham (C)
2019,49548,6069,Craigmore High School,BLAKEVIEW,SA,5114,Government,Secondary,School Single Entity,Individual Reporting,-34.69116,138.701176,0,Major Cities,40129690000,40202102814,402021028,Craigmore - Blakeview,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49549,7431,Airdale Primary School,PORT PIRIE,SA,5540,Government,Primary,School Single Entity,Individual Reporting,-33.200515,137.990371,2,Outer Regional,40157830000,40503112211,405031122,Port Pirie,40503,Mid North,405,Barossa - Yorke - Mid North,46450,Port Pirie City and Dists (M)
2019,49550,7503,Carlton School,PORT AUGUSTA,SA,5700,Government,Combined,School Single Entity,Individual Reporting,-32.489832,137.77222,2,Outer Regional,40154690000,40602114232,406021142,Port Augusta,40602,Outback - North and East,406,South Australia - Outback,46090,Port Augusta (C)
2019,49551,7031,Dernancourt School R-7,DERNANCOURT,SA,5075,Government,Primary,School Single Entity,Individual Reporting,-34.861164,138.673148,0,Major Cities,40191170000,40205105119,402051051,Highbury - Dernancourt,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49552,27668,Brahma Lodge Primary School,BRAHMA LODGE,SA,5109,Government,Primary,School Single Entity,Individual Reporting,-34.775528,138.650326,0,Major Cities,40170940000,40204104644,402041046,Salisbury,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49553,6982,Seaview Downs Primary School,SEAVIEW DOWNS,SA,5049,Government,Primary,School Single Entity,Individual Reporting,-35.041379,138.536114,0,Major Cities,40073120000,40302106004,403021060,Marino - Seaview Downs,40302,Marion,403,Adelaide - South,44060,Marion (C)
2019,49554,17445,Mawson Lakes School,MAWSON LAKES,SA,5095,Government,Primary,School Single Entity,Individual Reporting,-34.809171,138.61436,0,Major Cities,40215156000,40204117102,402041171,Mawson Lakes - Globe Derby Park,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49555,29462,Augusta Park Primary School,PORT AUGUSTA,SA,5700,Government,Primary,School Single Entity,Individual Reporting,-32.495595,137.784949,2,Outer Regional,40154200000,40602114226,406021142,Port Augusta,40602,Outback - North and East,406,South Australia - Outback,46090,Port Augusta (C)
2019,49556,5833,Marion Primary School,MARION,SA,5043,Government,Primary,School Single Entity,Individual Reporting,-35.00407914,138.5556447,0,Major Cities,40074040000,40302106126,403021061,Mitchell Park,40302,Marion,403,Adelaide - South,44060,Marion (C)
2019,49557,7048,Wandana Primary School,GILLES PLAINS,SA,5086,Government,Primary,School Single Entity,Individual Reporting,-34.849122,138.661511,0,Major Cities,40215103800,40203103707,402031037,Northgate - Oakden - Gilles Plains,40203,Port Adelaide - East,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49558,6937,Kidman Park Primary School,KIDMAN PARK,SA,5025,Government,Primary,School Single Entity,Individual Reporting,-34.911672,138.523797,0,Major Cities,40215137900,40401109103,404011091,Flinders Park,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49559,16481,Adelaide East Education Centre,CAMPBELLTOWN,SA,5074,Government,Special,School Single Entity,Individual Reporting,-34.873042,138.672971,0,Major Cities,40025250000,40104101508,401041015,Paradise - Newton,40104,Campbelltown (SA),401,Adelaide - Central and Hills,40910,Campbelltown (C) (SA)
2019,49560,6115,Yalata Anangu School,YALATA,SA,5690,Government,Combined,School Single Entity,Individual Reporting,-31.480046,131.843571,4,Very Remote,40429620000,40601113410,406011134,West Coast (SA),40601,Eyre Peninsula and South West,406,South Australia - Outback,49399,Unincorporated SA
2019,49561,7515,Amata Anangu School,AMATA,SA,5710,Government,Combined,School Single Entity,Individual Reporting,-26.152169,131.137746,4,Very Remote,40012550000,40602113812,406021138,APY Lands,40602,Outback - North and East,406,South Australia - Outback,40250,Anangu Pitjantjatjara (AC)
2019,49562,6113,Koonibba Aboriginal School,KOONIBBA,SA,5690,Government,Primary,School Single Entity,Individual Reporting,-31.902744,133.425975,4,Very Remote,40029792000,40601113408,406011134,West Coast (SA),40601,Eyre Peninsula and South West,406,South Australia - Outback,41010,Ceduna (DC)
2019,49563,6935,West Beach Primary School,WEST BEACH,SA,5024,Government,Primary,School Single Entity,Individual Reporting,-34.937821,138.508809,0,Major Cities,40210740000,40403110908,404031109,West Beach,40403,West Torrens,404,Adelaide - West,48410,West Torrens (C)
2019,49564,7160,Gawler East Primary School,GAWLER EAST,SA,5118,Government,Primary,School Single Entity,Individual Reporting,-34.598085,138.761294,0,Major Cities,40052470000,40201102613,402011026,Gawler - South,40201,Gawler - Two Wells,402,Adelaide - North,42030,Gawler (T)
2019,49565,17464,Oak Valley Aboriginal School,OAK VALLEY,SA,5690,Government,Combined,School Single Entity,Individual Reporting,-29.402589,130.738549,4,Very Remote,40071802000,40601113501,406011135,Western,40601,Eyre Peninsula and South West,406,South Australia - Outback,44000,Maralinga Tjarutja (AC)
2019,49566,7109,Salisbury East High School,SALISBURY EAST,SA,5109,Government,Secondary,School Single Entity,Individual Reporting,-34.775903,138.667185,0,Major Cities,40170505000,40204104737,402041047,Salisbury East,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49567,6068,Christies Beach High School and Southern Vocational College,CHRISTIE DOWNS,SA,5164,Government,Secondary,School Single Entity,Individual Reporting,-35.136982,138.497694,0,Major Cities,40117090000,40304107307,403041073,Christie Downs,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49568,16490,SA School for Vision Impaired,PARK HOLME,SA,5043,Government,Special,School Single Entity,Individual Reporting,-34.991605,138.555007,0,Major Cities,40215114400,40302106225,403021062,Morphettville,40302,Marion,403,Adelaide - South,44060,Marion (C)
2019,49569,7061,Banksia Park School R-7,BANKSIA PARK,SA,5091,Government,Primary,School Single Entity,Individual Reporting,-34.808854,138.72609,0,Major Cities,40184570000,40205105408,402051054,Redwood Park,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49574,30040,Charles Campbell College,PARADISE,SA,5075,Government,Combined,School Single Entity,Individual Reporting,-34.87462435,138.6732658,0,Major Cities,40025250000,40104101508,401041015,Paradise - Newton,40104,Campbelltown (SA),401,Adelaide - Central and Hills,40910,Campbelltown (C) (SA)
2019,49575,6109,Ernabella Anangu School,GHAN,SA,0872,Government,Combined,School Single Entity,Individual Reporting,-26.283792,132.135237,4,Very Remote,40012460000,40602113813,406021138,APY Lands,40602,Outback - North and East,406,South Australia - Outback,40250,Anangu Pitjantjatjara (AC)
2019,49576,7149,South Downs Primary School,ELIZABETH DOWNS,SA,5113,Government,Primary,School Single Entity,Individual Reporting,-34.706102,138.685487,0,Major Cities,40132050000,40202103421,402021034,Smithfield - Elizabeth North,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49577,7027,East Marden Primary School,CAMPBELLTOWN,SA,5074,Government,Primary,School Single Entity,Individual Reporting,-34.881964,138.65353,0,Major Cities,40027290000,40104101516,401041015,Paradise - Newton,40104,Campbelltown (SA),401,Adelaide - Central and Hills,40910,Campbelltown (C) (SA)
2019,49578,7196,Reynella South Primary School,REYNELLA,SA,5161,Government,Primary,School Single Entity,Individual Reporting,-35.103687,138.524457,0,Major Cities,40125430000,40304108612,403041086,Reynella,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49579,7079,Para Hills West Primary School,PARA HILLS WEST,SA,5096,Government,Primary,School Single Entity,Individual Reporting,-34.8007059,138.6526764,0,Major Cities,40175130000,40204104126,402041041,Para Hills,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49580,7058,Modbury South Primary School,HOPE VALLEY,SA,5090,Government,Primary,School Single Entity,Individual Reporting,-34.840321,138.697193,0,Major Cities,40189050000,40205105230,402051052,Hope Valley - Modbury,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49581,7071,Para Vista Primary School,PARA VISTA,SA,5093,Government,Primary,School Single Entity,Individual Reporting,-34.830178,138.662895,0,Major Cities,40215269700,40204104034,402041040,Ingle Farm,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49582,7083,Ridgehaven Primary School,RIDGEHAVEN,SA,5097,Government,Primary,School Single Entity,Individual Reporting,-34.817978,138.710285,0,Major Cities,40182880000,40205105517,402051055,St Agnes - Ridgehaven,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49583,14708,Hallett Cove East Primary School,HALLETT COVE,SA,5158,Government,Primary,School Single Entity,Individual Reporting,-35.069288,138.518245,0,Major Cities,40081301000,40302105930,403021059,Hallett Cove,40302,Marion,403,Adelaide - South,44060,Marion (C)
2019,49584,7184,Hallett Cove South Primary School,HALLETT COVE,SA,5158,Government,Primary,School Single Entity,Individual Reporting,-35.082581,138.503953,0,Major Cities,40081570000,40302105913,403021059,Hallett Cove,40302,Marion,403,Adelaide - South,44060,Marion (C)
2019,49585,16488,Woodend Primary School,SHEIDOW PARK,SA,5158,Government,Primary,School Single Entity,Individual Reporting,-35.079379,138.533847,0,Major Cities,40215045300,40302106313,403021063,Sheidow Park - Trott Park,40302,Marion,403,Adelaide - South,44060,Marion (C)
2019,49587,7205,Pimpala Primary School,MORPHETT VALE,SA,5162,Government,Primary,School Single Entity,Individual Reporting,-35.112846,138.530333,0,Major Cities,40114860000,40304108409,403041084,Morphett Vale - East,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49588,7220,O'Sullivan Beach Primary School,O'SULLIVAN BEACH,SA,5166,Government,Primary,School Single Entity,Individual Reporting,-35.125399,138.479637,0,Major Cities,40117470000,40304107401,403041074,Christies Beach,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49590,7209,Hackham East Primary School,HACKHAM,SA,5163,Government,Primary,School Single Entity,Individual Reporting,-35.13973736,138.5334216,0,Major Cities,40110470000,40304107805,403041078,Hackham - Onkaparinga Hills,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49591,7210,Huntfield Heights Primary School,HUNTFIELD HEIGHTS,SA,5163,Government,Primary,School Single Entity,Individual Reporting,-35.15342,138.518018,0,Major Cities,40110480000,40304107910,403041079,Hackham West - Huntfield Heights,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49592,15078,Noarlunga Downs Primary School,NOARLUNGA DOWNS,SA,5168,Government,Primary,School Single Entity,Individual Reporting,-35.150105,138.496303,0,Major Cities,40117480000,40304107309,403041073,Christie Downs,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49593,14908,Moana Primary School,SEAFORD,SA,5169,Government,Primary,School Single Entity,Individual Reporting,-35.191836,138.474624,0,Major Cities,40124380000,40304108726,403041087,Seaford (SA),40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49594,7081,Redwood Park Primary School,REDWOOD PARK,SA,5097,Government,Primary,School Single Entity,Individual Reporting,-34.815018,138.701072,0,Major Cities,40181750000,40205105430,402051054,Redwood Park,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49595,7084,St Agnes Primary School,ST AGNES,SA,5097,Government,Primary,School Single Entity,Individual Reporting,-34.83106,138.718391,0,Major Cities,40191730000,40205105505,402051055,St Agnes - Ridgehaven,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49596,7216,Lonsdale Heights Primary School,CHRISTIE DOWNS,SA,5164,Government,Primary,School Single Entity,Individual Reporting,-35.124772,138.501556,0,Major Cities,40117120000,40304107302,403041073,Christie Downs,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49597,6083,Paralowie School,PARALOWIE,SA,5108,Government,Combined,School Single Entity,Individual Reporting,-34.75282923,138.6208942,0,Major Cities,40168890000,40204104408,402041044,Paralowie,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49598,7164,Surrey Downs R-7 School,SURREY DOWNS,SA,5126,Government,Primary,School Single Entity,Individual Reporting,-34.79966396,138.7134596,0,Major Cities,40183320000,40205105419,402051054,Redwood Park,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49599,7163,Fairview Park Primary School,FAIRVIEW PARK,SA,5126,Government,Primary,School Single Entity,Individual Reporting,-34.797794,138.731846,0,Major Cities,40184590000,40205105424,402051054,Redwood Park,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49600,7059,Banksia Park International High School,BANKSIA PARK,SA,5091,Government,Secondary,School Single Entity,Individual Reporting,-34.814401,138.726168,0,Major Cities,40184050000,40205105409,402051054,Redwood Park,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49601,16476,Miltaburra Area School,WIRRULLA,SA,5661,Government,Combined,School Single Entity,Individual Reporting,-32.375617,134.33113,4,Very Remote,40029760000,40601113407,406011134,West Coast (SA),40601,Eyre Peninsula and South West,406,South Australia - Outback,41010,Ceduna (DC)
2019,49602,7495,Karcultaby Area School,KARCULTABY,SA,5654,Government,Combined,School Single Entity,Individual Reporting,-32.760606,134.974385,4,Very Remote,40179430000,40601113202,406011132,Le Hunte - Elliston,40601,Eyre Peninsula and South West,406,South Australia - Outback,47490,Streaky Bay (DC)
2019,49604,7480,Long Street Primary School,WHYALLA NORRIE,SA,5608,Government,Primary,School Single Entity,Individual Reporting,-33.038921,137.533009,2,Outer Regional,40217790000,40601113648,406011136,Whyalla,40601,Eyre Peninsula and South West,406,South Australia - Outback,48540,Whyalla (C)
2019,49605,7074,East Para Primary School,PARA HILLS,SA,5096,Government,Primary,School Single Entity,Individual Reporting,-34.81765,138.666078,0,Major Cities,40174130000,40204104131,402041041,Para Hills,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49606,7093,Karrendi Primary School,PARAFIELD GARDENS,SA,5107,Government,Primary,School Single Entity,Individual Reporting,-34.790544,138.618502,0,Major Cities,40166380000,40204104327,402041043,Parafield Gardens,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49607,6983,Bellevue Heights Primary School,BELLEVUE HEIGHTS,SA,5050,Government,Primary,School Single Entity,Individual Reporting,-35.028955,138.588869,0,Major Cities,40087000000,40303106615,403031066,Bellevue Heights,40303,Mitcham,403,Adelaide - South,44340,Mitcham (C)
2019,49608,7094,Parafield Gardens High School,PARAFIELD GARDENS,SA,5107,Government,Secondary,School Single Entity,Individual Reporting,-34.786022,138.618914,0,Major Cities,40215290700,40204104303,402041043,Parafield Gardens,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49609,7111,Salisbury Park Primary School,SALISBURY PARK,SA,5109,Government,Primary,School Single Entity,Individual Reporting,-34.759701,138.668718,0,Major Cities,40171680000,40204104742,402041047,Salisbury East,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49610,7199,Flaxmill School P-7,MORPHETT VALE,SA,5162,Government,Primary,School Single Entity,Individual Reporting,-35.127831,138.519309,0,Major Cities,40113870000,40304108509,403041085,Morphett Vale - West,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49611,7034,Thorndon Park Primary School,ATHELSTONE,SA,5076,Government,Primary,School Single Entity,Individual Reporting,-34.884079,138.693612,0,Major Cities,40026210000,40104101409,401041014,Athelstone,40104,Campbelltown (SA),401,Adelaide - Central and Hills,40910,Campbelltown (C) (SA)
2019,49612,16478,Lincoln Gardens Primary School,PORT LINCOLN,SA,5606,Government,Primary,School Single Entity,Individual Reporting,-34.741991,135.847525,3,Remote,40155350000,40601113329,406011133,Port Lincoln,40601,Eyre Peninsula and South West,406,South Australia - Outback,46300,Port Lincoln (C)
2019,49614,7088,Ingle Farm Primary School,INGLE FARM,SA,5098,Government,Primary,School Single Entity,Individual Reporting,-34.827631,138.643207,0,Major Cities,40175310000,40204104007,402041040,Ingle Farm,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49615,22783,Braeview School R-7,HAPPY VALLEY,SA,5159,Government,Primary,School Single Entity,Individual Reporting,-35.080686,138.554101,0,Major Cities,40125710000,40304108011,403041080,Happy Valley,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49616,6918,Fulham North Primary School,HENLEY BEACH,SA,5022,Government,Primary,School Single Entity,Individual Reporting,-34.919552,138.505142,0,Major Cities,40030660000,40401109217,404011092,Henley Beach,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49617,6101,Mannum Community College,MANNUM,SA,5238,Government,Combined,School Single Entity,Individual Reporting,-34.912544,139.303495,1,Inner Regional,40215271600,40703116403,407031164,Mannum,40703,Murray and Mallee,407,South Australia - South East,44210,Mid Murray (DC)
2019,49618,6106,Indulkana Anangu School,INDULKANA,SA,0872,Government,Combined,School Single Entity,Individual Reporting,-26.965582,133.310573,4,Very Remote,40012490000,40602113816,406021138,APY Lands,40602,Outback - North and East,406,South Australia - Outback,40250,Anangu Pitjantjatjara (AC)
2019,49619,7110,Salisbury Heights Primary School,SALISBURY HEIGHTS,SA,5109,Government,Primary,School Single Entity,Individual Reporting,-34.758984,138.678709,0,Major Cities,40215127600,40204104708,402041047,Salisbury East,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49620,7092,North Ingle School,INGLE FARM,SA,5098,Government,Primary,School Single Entity,Individual Reporting,-34.819255,138.64517,0,Major Cities,40175780000,40204104027,402041040,Ingle Farm,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49621,7070,Valley View Secondary School,PARA VISTA,SA,5093,Government,Secondary,School Single Entity,Individual Reporting,-34.83428,138.656585,0,Major Cities,40173470000,40204104036,402041040,Ingle Farm,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49623,7201,Morphett Vale East School R-7,MORPHETT VALE,SA,5162,Government,Primary,School Single Entity,Individual Reporting,-35.121601,138.530921,0,Major Cities,40114850000,40304108407,403041084,Morphett Vale - East,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49624,5385,Salisbury Downs Primary School,SALISBURY DOWNS,SA,5108,Government,Primary,School Single Entity,Individual Reporting,-34.771193,138.622667,0,Major Cities,40167510000,40204104627,402041046,Salisbury,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49625,6093,Stuart High School,WHYALLA STUART,SA,5608,Government,Secondary,School Single Entity,Individual Reporting,-33.015064,137.517105,2,Outer Regional,40217060000,40601113604,406011136,Whyalla,40601,Eyre Peninsula and South West,406,South Australia - Outback,48540,Whyalla (C)
2019,49626,6108,Fregon Anangu School,FREGON,SA,0872,Government,Combined,School Single Entity,Individual Reporting,-26.765074,132.028403,4,Very Remote,40012580000,40602113814,406021138,APY Lands,40602,Outback - North and East,406,South Australia - Outback,40250,Anangu Pitjantjatjara (AC)
2019,49627,7112,Gulfview Heights Primary School,GULFVIEW HEIGHTS,SA,5096,Government,Primary,School Single Entity,Individual Reporting,-34.792078,138.668666,0,Major Cities,40171140000,40204104136,402041041,Para Hills,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49628,17079,Westport Primary School,SEMAPHORE PARK,SA,5019,Government,Primary,School Single Entity,Individual Reporting,-34.855007,138.491158,0,Major Cities,40034040000,40401109603,404011096,West Lakes,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49629,14710,Seaford K-7 Birth-Y7 Campus,PORT NOARLUNGA SOUTH,SA,5167,Government,Primary,School Single Entity,Individual Reporting,-35.175691,138.472006,0,Major Cities,40124600000,40304108734,403041087,Seaford (SA),40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49630,7317,Glencoe Central Primary School,GLENCOE,SA,5291,Government,Primary,School Single Entity,Individual Reporting,-37.669641,140.594383,2,Outer Regional,40205541000,40702115801,407021158,Wattle Range,40702,Limestone Coast,407,South Australia - South East,48340,Wattle Range (DC)
2019,49631,7189,Craigburn Primary School,FLAGSTAFF HILL,SA,5159,Government,Primary,School Single Entity,Individual Reporting,-35.056187,138.615495,0,Major Cities,40120840000,40304107715,403041077,Flagstaff Hill,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49633,6916,West Lakes Shore School R-7,WEST LAKES SHORE,SA,5020,Government,Primary,School Single Entity,Individual Reporting,-34.863454,138.481808,0,Major Cities,40033420000,40401109620,404011096,West Lakes,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49635,6939,Torrensville Primary School,TORRENSVILLE,SA,5031,Government,Primary,School Single Entity,Individual Reporting,-34.919368,138.556719,0,Major Cities,40215041600,40403110815,404031108,Richmond (SA),40403,West Torrens,404,Adelaide - West,48410,West Torrens (C)
2019,49636,6058,Warriappendi School,MARLESTON,SA,5033,Government,Special,School Single Entity,Individual Reporting,-34.942677,138.570592,0,Major Cities,40215078600,40403110718,404031107,Plympton,40403,West Torrens,404,Adelaide - West,48410,West Torrens (C)
2019,49637,16482,Kilparrin Teaching and Assessment School and Services,PARK HOLME,SA,5043,Government,Special,School Single Entity,Individual Reporting,-34.991605,138.555007,0,Major Cities,40215114400,40302106225,403021062,Morphettville,40302,Marion,403,Adelaide - South,44060,Marion (C)
2019,49638,6914,North Haven School,NORTH HAVEN,SA,5018,Government,Primary,School Single Entity,Individual Reporting,-34.790181,138.497846,0,Major Cities,40145850000,40402110019,404021100,North Haven,40402,Port Adelaide - West,404,Adelaide - West,45890,Port Adelaide Enfield (C)
2019,49639,7136,Fraser Park Primary School,MURRAY BRIDGE,SA,5253,Government,Primary,School Single Entity,Individual Reporting,-35.140404,139.281525,1,Inner Regional,40214961300,40703116533,407031165,Murray Bridge,40703,Murray and Mallee,407,South Australia - South East,45040,Murray Bridge (RC)
2019,49640,7504,Flinders View Primary School,PORT AUGUSTA WEST,SA,5700,Government,Primary,School Single Entity,Individual Reporting,-32.472843,137.753921,2,Outer Regional,40154180000,40602114201,406021142,Port Augusta,40602,Outback - North and East,406,South Australia - Outback,46090,Port Augusta (C)
2019,49641,16499,Port Augusta Special School,PORT AUGUSTA,SA,5700,Government,Special,School Single Entity,Individual Reporting,-32.47313321,137.7521555,2,Outer Regional,40153180000,40602114201,406021142,Port Augusta,40602,Outback - North and East,406,South Australia - Outback,46090,Port Augusta (C)
2019,49642,7057,Modbury Special School,HOPE VALLEY,SA,5090,Government,Special,School Single Entity,Individual Reporting,-34.840321,138.697193,0,Major Cities,40189050000,40205105230,402051052,Hope Valley - Modbury,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49643,29047,Adelaide West Special Education Centre,TAPEROO,SA,5017,Government,Special,School Single Entity,Individual Reporting,-34.801247,138.494073,0,Major Cities,40145790000,40402110030,404021100,North Haven,40402,Port Adelaide - West,404,Adelaide - West,45890,Port Adelaide Enfield (C)
2019,49644,16468,Errington Special Education Centre,PLYMPTON,SA,5038,Government,Special,School Single Entity,Individual Reporting,-34.962236,138.547561,0,Major Cities,40211110000,40403110741,404031107,Plympton,40403,West Torrens,404,Adelaide - West,48410,West Torrens (C)
2019,49645,6054,Bowden Brompton Community School,BROMPTON,SA,5007,Government,Special,School Head Campus,Rolled Reporting,-34.895043,138.580071,0,Major Cities,40215208600,40401109315,404011093,Hindmarsh - Brompton,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49646,16495,Riverdale Primary School,SALISBURY DOWNS,SA,5108,Government,Primary,School Single Entity,Individual Reporting,-34.766448,138.613754,0,Major Cities,40164660000,40204104611,402041046,Salisbury,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49647,7068,The Heights School,MODBURY HEIGHTS,SA,5092,Government,Combined,School Single Entity,Individual Reporting,-34.811143,138.682725,0,Major Cities,40182280000,40205105301,402051053,Modbury Heights,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49648,7385,Burra Community School,BURRA,SA,5417,Government,Combined,School Single Entity,Individual Reporting,-33.676848,138.93781,2,Outer Regional,40053530000,40502111802,405021118,Goyder,40502,Lower North,405,Barossa - Yorke - Mid North,42110,Goyder (DC)
2019,49649,16507,Craigmore South Primary School,CRAIGMORE,SA,5114,Government,Primary,School Single Entity,Individual Reporting,-34.70978,138.706148,0,Major Cities,40130980000,40202102828,402021028,Craigmore - Blakeview,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49651,7510,Stirling North Primary School,STIRLING NORTH,SA,5710,Government,Primary,School Single Entity,Individual Reporting,-32.513732,137.837712,2,Outer Regional,40215279900,40602114236,406021142,Port Augusta,40602,Outback - North and East,406,South Australia - Outback,46090,Port Augusta (C)
2019,49652,7155,Munno Para Primary School,MUNNO PARA,SA,5115,Government,Primary,School Single Entity,Individual Reporting,-34.669751,138.700613,0,Major Cities,40135920000,40202103408,402021034,Smithfield - Elizabeth North,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49653,6099,Moonta Area School,MOONTA,SA,5558,Government,Combined,School Single Entity,Individual Reporting,-34.070885,137.59135,2,Outer Regional,40047060000,40504112501,405041125,Moonta,40504,Yorke Peninsula,405,Barossa - Yorke - Mid North,41560,Copper Coast (DC)
2019,49654,6102,Pipalyatjara Anangu School,PIPALYATJARA,SA,0872,Government,Combined,School Single Entity,Individual Reporting,-26.162537,129.172134,4,Very Remote,40012700000,40602113811,406021138,APY Lands,40602,Outback - North and East,406,South Australia - Outback,40250,Anangu Pitjantjatjara (AC)
2019,49655,6105,Mimili Anangu School,MIMILI,SA,0872,Government,Combined,School Single Entity,Individual Reporting,-27.006258,132.708658,4,Very Remote,40012470000,40602113815,406021138,APY Lands,40602,Outback - North and East,406,South Australia - Outback,40250,Anangu Pitjantjatjara (AC)
